serial_timestamp,computer_timestamp,pt_1,pt_2,pt_3,pt_4,pt_5,tc_1,tc_2,tc_3,lc_1,lc_2,lc_3,fcv_1,fcv_2,fcv_3,fcv_4,fcv_5,fcv_6,fcv_7
PT1.551S,2025-05-17T18:59:50.995670,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.45,0.0,4.4,False,False,False,False,False,False,False
PT1.938S,2025-05-17T18:59:51.096476,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.37,0.0,4.44,False,False,False,False,False,False,False
PT2.326S,2025-05-17T18:59:51.301312,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.43,0.0,4.41,False,False,False,False,False,False,False
PT2.713S,2025-05-17T18:59:51.500639,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.44,0.0,4.4,False,False,False,False,False,False,False
PT3.100S,2025-05-17T18:59:51.697193,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.4,0.0,4.43,False,False,False,False,False,False,False
PT3.487S,2025-05-17T18:59:51.899336,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.44,0.0,4.39,False,False,False,False,False,False,False
PT3.874S,2025-05-17T18:59:52.095198,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.47,0.0,4.39,False,False,False,False,False,False,False
PT4.262S,2025-05-17T18:59:52.298641,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.4,0.0,4.42,False,False,False,False,False,False,False
PT4.649S,2025-05-17T18:59:52.497546,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.45,0.0,4.38,False,False,False,False,False,False,False
PT5.037S,2025-05-17T18:59:52.598316,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.45,0.0,4.39,False,False,False,False,False,False,False
PT5.424S,2025-05-17T18:59:52.843475,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.4,0.0,4.41,False,False,False,False,False,False,False
PT5.812S,2025-05-17T18:59:53.232612,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.44,0.0,4.38,False,False,False,False,False,False,False
PT6.199S,2025-05-17T18:59:53.617774,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.43,0.0,4.36,False,False,False,False,False,False,False
PT6.586S,2025-05-17T18:59:54.006628,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.41,0.0,4.4,False,False,False,False,False,False,False
PT6.973S,2025-05-17T18:59:54.403358,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.44,0.0,4.35,False,False,False,False,False,False,False
PT7.360S,2025-05-17T18:59:54.801145,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.44,0.0,4.33,False,False,False,False,False,False,False
PT7.748S,2025-05-17T18:59:55.201037,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.42,0.0,4.36,False,False,False,False,False,False,False
PT8.135S,2025-05-17T18:59:55.558879,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.44,0.0,4.34,False,False,False,False,False,False,False
PT8.522S,2025-05-17T18:59:55.943834,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.44,0.0,4.31,False,False,False,False,False,False,False
PT8.909S,2025-05-17T18:59:56.333094,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.41,0.0,4.35,False,False,False,False,False,False,False
PT9.296S,2025-05-17T18:59:56.722213,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.45,0.0,4.33,False,False,False,False,False,False,False
PT9.684S,2025-05-17T18:59:57.106953,34.82404692082108,213.09872922776145,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.45,0.0,4.3,False,False,False,False,False,False,False
PT10.072S,2025-05-17T18:59:57.496225,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.41,0.0,4.32,False,False,False,False,False,False,False
PT10.460S,2025-05-17T18:59:57.885137,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.39,0.0,4.31,False,False,False,False,False,False,False
PT10.848S,2025-05-17T18:59:58.303023,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.38,0.0,4.28,False,False,False,False,False,False,False
PT11.236S,2025-05-17T18:59:58.663536,40.933528836754604,212.1212121212121,213.09872922776145,212.1212121212121,212.1212121212121,-127.0,-127109.0,0.0,-6.32,0.0,4.31,False,False,False,False,False,False,False
PT11.625S,2025-05-17T18:59:59.052473,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127108.0,0.0,-6.35,0.0,4.31,False,False,False,False,False,False,False
PT12.013S,2025-05-17T18:59:59.833971,40.933528836754604,213.09872922776145,213.09872922776145,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.37,0.0,4.32,False,False,False,False,False,False,False
PT12.401S,2025-05-17T19:00:00.829801,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.33,0.0,4.34,False,False,False,False,False,False,False
PT12.789S,2025-05-17T19:00:01.840937,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.34,0.0,4.3,False,False,False,False,False,False,False
PT13.178S,2025-05-17T19:00:02.842550,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.35,0.0,4.3,False,False,False,False,False,False,False
PT13.566S,2025-05-17T19:00:03.829565,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.34,0.0,4.33,False,False,False,False,False,False,False
PT13.955S,2025-05-17T19:00:04.835920,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.37,0.0,4.29,False,False,False,False,False,False,False
PT14.343S,2025-05-17T19:00:05.832631,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.38,0.0,4.31,False,False,False,False,False,False,False
PT14.731S,2025-05-17T19:00:06.835060,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.35,0.0,4.31,False,False,False,False,False,False,False
PT15.120S,2025-05-17T19:00:07.835824,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.39,0.0,4.3,False,False,False,False,False,False,False
PT15.508S,2025-05-17T19:00:08.838601,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.37,0.0,4.27,False,False,False,False,False,False,False
PT15.896S,2025-05-17T19:00:09.835074,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.32,0.0,4.29,False,False,False,False,False,False,False
PT16.284S,2025-05-17T19:00:10.835573,40.933528836754604,213.09872922776145,211.14369501466274,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.32,0.0,4.28,False,False,False,False,False,False,False
PT16.673S,2025-05-17T19:00:11.837759,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.33,0.0,4.29,False,False,False,False,False,False,False
PT17.061S,2025-05-17T19:00:12.835089,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.33,0.0,4.27,False,False,False,False,False,False,False
PT17.449S,2025-05-17T19:00:13.836217,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.33,0.0,4.25,False,False,False,False,False,False,False
PT17.838S,2025-05-17T19:00:14.837065,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.3,0.0,4.22,False,False,False,False,False,False,False
PT18.226S,2025-05-17T19:00:15.224267,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.28,0.0,4.25,False,False,False,False,False,False,False
PT18.615S,2025-05-17T19:00:15.401883,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.31,0.0,4.25,False,False,False,False,False,False,False
PT19.003S,2025-05-17T19:00:15.600416,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.32,0.0,4.25,False,False,False,False,False,False,False
PT19.391S,2025-05-17T19:00:15.801939,40.933528836754604,212.1212121212121,213.09872922776145,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.34,0.0,4.25,False,False,False,False,False,False,False
PT19.779S,2025-05-17T19:00:16.001852,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.36,0.0,4.25,False,False,False,False,False,False,False
PT20.168S,2025-05-17T19:00:16.193932,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.39,0.0,4.27,False,False,False,False,False,False,False
PT20.556S,2025-05-17T19:00:16.294640,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.39,0.0,4.25,False,False,False,False,False,False,False
PT20.944S,2025-05-17T19:00:16.396713,40.933528836754604,212.1212121212121,212.1212121212121,214.07624633431084,213.09872922776145,-127.0,-127109.0,0.0,-6.4,0.0,4.26,False,False,False,False,False,False,False
PT21.332S,2025-05-17T19:00:16.600869,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,212.1212121212121,-127.0,-127109.0,0.0,-6.4,0.0,4.29,False,False,False,False,False,False,False
PT21.721S,2025-05-17T19:00:16.801891,40.933528836754604,212.1212121212121,212.1212121212121,213.09872922776145,211.14369501466274,-127.0,-127109.0,0.0,-6.37,0.0,4.3,False,False,False,False,False,False,False
PT22.110S,2025-05-17T19:00:16.996476,40.933528836754604,212.1212121212121,212.1212121212121,214.07624633431084,212.1212121212121,-127.0,-127109.0,0.0,-6.35,0.0,4.29,False,False,False,False,False,False,False
PT22.498S,2025-05-17T19:00:17.197524,40.933528836754604,213.09872922776145,212.1212121212121,213.09872922776145,213.09872922776145,-127.0,-127109.0,0.0,-6.38,0.0,4.32,False,False,False,False,False,False,False
